key_or_source_string,source_files,english_value,russian_value,japanese_value,market_adaptation
time_range_1d,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,1D,1Д,1日,no
time_range_1m,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,1M,1М,1か月,no
time_range_1w,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,1W,1Н,1週,no
time_range_3m,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,3M,3М,3か月,no
time_range_6m,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,6M,6М,6か月,no
today,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/LocalNotificationManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/DashboardComponents.swift,Today,Сегодня,今日,no
todays_expenses,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift,Today's Expenses,Расходы за сегодня,本日の経費,yes
total,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift,Total,Итого,合計,no
total_assets,catalog/manual,Total Assets,Общие активы,総資産,no
total_cost,iOS Car Dealer Tracker/Ezcar24Business/Views/AddPartView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddPartSaleView.swift,Total Cost,Себестоимость,総原価,no
total_expenses_label,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserManagementView.swift,Total Expenses,Всего расходов,経費合計,yes
total_holding_cost,iOS Car Dealer Tracker/Ezcar24Business/Views/Inventory/InventoryAnalyticsView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/Inventory/InventoryHealthScore.swift,Total Holding Cost,Общая стоимость хранения,在庫保有費合計,yes
total_leads,catalog/manual,Total leads,Всего лидов,リード合計,no
total_revenue,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddPartSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Analytics/AnalyticsHubView.swift,Total Revenue,Общая выручка,売上合計,no
total_spend,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/DashboardComponents.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Analytics/AnalyticsHubView.swift,Total Spend,Всего расходов,支出合計,no
total_spent,catalog/manual,Total Spent,Всего потрачено,支出合計,no
trial,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/SubscriptionManager.swift,Trial,Пробный период,トライアル,no
turnover_ratio,iOS Car Dealer Tracker/Ezcar24Business/Views/Components/Inventory/InventoryHealthScore.swift,Turnover Ratio,Коэффициент оборачиваемости,在庫回転率,no
type_delete_placeholder,iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Type DELETE,Введите DELETE,DELETEと入力,no
under_service,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Utilities/ColorTheme.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/Calculators/HoldingCostCalculator.swift,Under Service,На обслуживании,整備中,no
unknown,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DebtDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserManagementView.swift,Unknown,Неизвестно,不明,no
unknown_client,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift,Unknown Client,Неизвестный клиент,不明な顧客,no
update_password,iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Update Password,Обновить пароль,パスワードを更新,no
upgrade,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Upgrade,Обновить,アップグレード,no
upgrade_to_unlock,iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Upgrade to unlock all features,Обновите для доступа ко всем функциям,すべての機能を利用するにはアップグレードしてください,no
upload,iOS Car Dealer Tracker/Ezcar24Business/Views/EditProfileView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserGuideView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/BackupCenterView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,Upload,Загрузить,アップロード,no
upload_photos,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Upload Photos,Загрузить фото,写真をアップロード,no
used_car,catalog/manual,Used Car,Подержанный автомобиль,中古車,yes
user_guide,iOS Car Dealer Tracker/Ezcar24Business/Views/UserGuideView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,User Guide,Руководство,ユーザーガイド,no
vat_refund_amount,iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/SupabaseModels.swift,VAT Refund,Возврат НДС,消費税還付,yes
vat_refund_percent,iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/SupabaseModels.swift,VAT Refund %,Возврат НДС %,消費税還付%,yes
vehicle,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/HoldingCostSettingsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ClientViewModel.swift,Vehicle,Авто,車両,yes
vehicle_details,iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Vehicle Details,Детали авто,車両詳細,yes
vehicle_expenses,catalog/manual,Vehicle Expenses,Расходы на авто,車両経費,yes
vehicle_info_section,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Vehicle Info,Информация об авто,車両情報,yes
vehicle_interest,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientDetailView.swift,Vehicle Interest,Интерес к авто,車両への関心,yes
vehicle_section_title,iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift,VEHICLE,АВТОМОБИЛЬ,車両,yes
vehicle_year_prefix,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,Year: ,Год: ,年式: ,yes
vehicles,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift,Vehicles,Авто,車両,yes
vehicles_90_days,catalog/manual,Vehicles over 90 days,Авто более 90 дней,90日超の在庫車両,yes
vehicles_over_days,iOS Car Dealer Tracker/Ezcar24Business/Views/Inventory/InventoryAnalyticsView.swift,Vehicles over %d days,Авто более %d дней,%d日超の在庫車両,yes
verified_account,catalog/manual,Verified Account,Подтверждённый аккаунт,認証済みアカウント,yes
view_all_alerts,iOS Car Dealer Tracker/Ezcar24Business/Views/Inventory/InventoryAnalyticsView.swift,View All Alerts,Все предупреждения,すべてのアラートを表示,no
view_analytics,iOS Car Dealer Tracker/Ezcar24Business/Ezcar24BusinessApp.swift; iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/MonthlyReportSettingsView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientDetailView.swift,Open,Открыть,開く,no
view_receipt,iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseDetailSheet.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,View receipt,Посмотреть чек,領収書を表示,no
view_report_button,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,View Report,Посмотреть отчет,レポートを表示,no
view_vehicles,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift,View Vehicles,Автомобили,車両を表示,yes
vin,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/FinancialAccountsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Expense+Extensions.swift,VIN,VIN,VIN,no
vs_last_month,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,vs last month,к прош. мес.,前月比,no
vs_last_week,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,vs last week,к прош. нед.,前週比,no
vs_prev_3m,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,vs prev 3M,к пред. 3 мес.,前3か月比,no
vs_prev_6m,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,vs prev 6M,к пред. 6 мес.,前6か月比,no
vs_yesterday,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,vs yesterday,к вчера,昨日比,no
warranty,iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,Warranty,Гарантия,保証,yes
week,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/SubscriptionManager.swift,Week,Неделя,週,no
welcome_to_app,iOS Car Dealer Tracker/Ezcar24Business/Views/RegionSelectionView.swift,Welcome to Car Dealer Tracker,Добро пожаловать в Car Dealer Tracker,Car Dealer Trackerへようこそ,yes
what_is_this_for,iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,What is this for?,За что этот платёж?,用途,no
whatsapp,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,WhatsApp,WhatsApp,WhatsApp,no
withdrawal,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/FinancialAccountsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/AccountTransaction+Extensions.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/MonthlyReportPreviewView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/EditAccountView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/MonthlyReportSnapshotBuilder.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/CloudSyncManager.swift,Withdrawal,Списание,出金,no
year,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Vehicle+CoreDataProperties.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Utilities/YearFormatter.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseDetailSheet.swift,Year,Год,年式,no
yesterday,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift,Yesterday,Вчера,昨日,no
|,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift,|,|,|,no
